x,y,yaw
298488.388,4137823.053,-2.236183
298488.264,4137822.896,-2.236139
298488.141,4137822.738,-2.236132
298488.018,4137822.581,-2.236164
298487.894,4137822.424,-2.236236
298487.771,4137822.267,-2.236343
298487.647,4137822.109,-2.236475
298487.524,4137821.952,-2.236619
298487.400,4137821.795,-2.236765
298487.277,4137821.638,-2.236901
298487.153,4137821.481,-2.237022
298487.030,4137821.323,-2.237129
298486.906,4137821.166,-2.237223
298486.783,4137821.009,-2.237306
298486.659,4137820.852,-2.237376
298486.535,4137820.695,-2.237433
298486.412,4137820.538,-2.237479
298486.288,4137820.381,-2.237513
298486.165,4137820.224,-2.237537
298486.041,4137820.066,-2.237551
298485.917,4137819.909,-2.237555
298485.794,4137819.752,-2.237551
298485.670,4137819.595,-2.237537
298485.546,4137819.438,-2.237513
298485.423,4137819.281,-2.237480
298485.299,4137819.124,-2.237438
298485.176,4137818.967,-2.237386
298485.052,4137818.810,-2.237325
298484.928,4137818.652,-2.237255
298484.805,4137818.495,-2.237172
298484.681,4137818.338,-2.237080
298484.558,4137818.181,-2.236981
298484.434,4137818.024,-2.236884
298484.311,4137817.867,-2.236795
298484.187,4137817.710,-2.236722
298484.063,4137817.552,-2.236671
298483.940,4137817.395,-2.236643
298483.817,4137817.238,-2.236636
298483.693,4137817.081,-2.236652
298483.570,4137816.923,-2.236689
298483.446,4137816.766,-2.236750
298483.323,4137816.609,-2.236833
298483.199,4137816.452,-2.236931
298483.075,4137816.295,-2.237037
298482.952,4137816.138,-2.237142
298482.828,4137815.980,-2.237238
298482.705,4137815.823,-2.237321
298482.581,4137815.666,-2.237388
298482.458,4137815.509,-2.237441
298482.334,4137815.352,-2.237482
298482.210,4137815.195,-2.237510
298482.087,4137815.038,-2.237524
298481.963,4137814.881,-2.237526
298481.839,4137814.723,-2.237515
298481.716,4137814.566,-2.237490
298481.592,4137814.409,-2.237451
298481.469,4137814.252,-2.237399
298481.345,4137814.095,-2.237337
298481.221,4137813.938,-2.237268
298481.098,4137813.781,-2.237196
298480.974,4137813.624,-2.237124
298480.851,4137813.466,-2.237054
298480.727,4137813.309,-2.236987
298480.603,4137813.152,-2.236922
298480.480,4137812.995,-2.236859
298480.356,4137812.838,-2.236797
298480.233,4137812.681,-2.236737
298480.109,4137812.523,-2.236679
298479.986,4137812.366,-2.236624
298479.862,4137812.209,-2.236575
298479.739,4137812.052,-2.236532
298479.615,4137811.895,-2.236498
298479.492,4137811.737,-2.236473
298479.369,4137811.580,-2.236457
298479.245,4137811.423,-2.236451
298479.122,4137811.266,-2.236453
298478.998,4137811.108,-2.236463
298478.875,4137810.951,-2.236483
298478.751,4137810.794,-2.236512
298478.628,4137810.637,-2.236549
298478.504,4137810.479,-2.236596
298478.381,4137810.322,-2.236653
298478.257,4137810.165,-2.236718
298478.134,4137810.008,-2.236788
298478.010,4137809.851,-2.236859
298477.887,4137809.693,-2.236928
298477.763,4137809.536,-2.236991
298477.640,4137809.379,-2.237046
298477.516,4137809.222,-2.237095
298477.393,4137809.065,-2.237137
298477.269,4137808.908,-2.237172
298477.145,4137808.750,-2.237201
298477.022,4137808.593,-2.237223
298476.898,4137808.436,-2.237239
