x,y,yaw
298550.183,4137858.410,2.476383
298550.026,4137858.533,2.476391
298549.868,4137858.657,2.476404
298549.711,4137858.780,2.476424
298549.554,4137858.904,2.476451
298549.396,4137859.027,2.476481
298549.239,4137859.150,2.476507
298549.082,4137859.274,2.476526
298548.924,4137859.397,2.476538
298548.767,4137859.521,2.476545
298548.609,4137859.644,2.476545
298548.452,4137859.768,2.476538
298548.295,4137859.891,2.476526
298548.137,4137860.014,2.476507
298547.980,4137860.138,2.476482
298547.823,4137860.261,2.476450
298547.665,4137860.385,2.476412
298547.508,4137860.508,2.476368
298547.351,4137860.632,2.476318
298547.193,4137860.755,2.476261
298547.036,4137860.879,2.476203
298546.879,4137861.002,2.476161
298546.721,4137861.125,2.476136
298546.564,4137861.249,2.476128
298546.407,4137861.372,2.476137
298546.249,4137861.496,2.476164
298546.092,4137861.619,2.476207
298545.935,4137861.743,2.476267
298545.777,4137861.866,2.476344
298545.620,4137861.990,2.476438
298545.462,4137862.113,2.476549
298545.305,4137862.237,2.476677
298545.148,4137862.360,2.476823
298544.990,4137862.483,2.476959
298544.833,4137862.607,2.476918
298544.675,4137862.730,2.476739
298544.518,4137862.853,2.476575
298544.361,4137862.977,2.476430
298544.203,4137863.100,2.476306
298544.046,4137863.224,2.476202
298543.889,4137863.347,2.476117
298543.731,4137863.471,2.476053
298543.574,4137863.594,2.476008
298543.417,4137863.718,2.475984
298543.259,4137863.841,2.475980
298543.102,4137863.965,2.475995
298542.945,4137864.088,2.476031
298542.787,4137864.212,2.476086
298542.630,4137864.335,2.476162
298542.473,4137864.459,2.476258
298542.315,4137864.582,2.476362
298542.158,4137864.706,2.476456
298542.001,4137864.829,2.476538
298541.843,4137864.953,2.476609
298541.686,4137865.076,2.476668
298541.529,4137865.199,2.476715
298541.371,4137865.323,2.476751
298541.214,4137865.446,2.476776
298541.056,4137865.569,2.476789
298540.899,4137865.693,2.476790
298540.741,4137865.816,2.476780
298540.584,4137865.940,2.476758
298540.427,4137866.063,2.476725
298540.269,4137866.186,2.476680
298540.112,4137866.310,2.476624
298539.954,4137866.433,2.476565
298539.797,4137866.557,2.476512
298539.640,4137866.680,2.476467
298539.482,4137866.804,2.476428
298539.325,4137866.927,2.476397
298539.168,4137867.050,2.476372
298539.010,4137867.174,2.476354
298538.853,4137867.297,2.476344
298538.696,4137867.421,2.476340
298538.538,4137867.544,2.476343
298538.381,4137867.668,2.476353
298538.224,4137867.791,2.476370
298538.066,4137867.915,2.476394
298537.909,4137868.038,2.476425
298537.751,4137868.161,2.476463
298537.594,4137868.285,2.476500
298537.437,4137868.408,2.476530
298537.279,4137868.532,2.476552
298537.122,4137868.655,2.476567
298536.965,4137868.779,2.476574
298536.807,4137868.902,2.476573
298536.650,4137869.025,2.476564
298536.492,4137869.149,2.476548
298536.335,4137869.272,2.476516
298536.178,4137869.396,2.476449
298536.020,4137869.519,2.476348
298535.863,4137869.643,2.476212
298535.706,4137869.766,2.476040
298535.548,4137869.890,2.475834
298535.391,4137870.013,2.475593
298535.234,4137870.137,2.475363
298535.077,4137870.260,2.475174
298534.919,4137870.384,2.475026
298534.762,4137870.508,2.474918
298534.605,4137870.631,2.474850
298534.448,4137870.755,2.474824
298534.291,4137870.879,2.474837
298534.134,4137871.002,2.474892
298533.976,4137871.126,2.474987
298533.819,4137871.250,2.475123
298533.662,4137871.373,2.475299
298533.505,4137871.497,2.475516
298533.347,4137871.620,2.475774
298533.190,4137871.744,2.476072
298533.033,4137871.867,2.476403
298532.875,4137871.991,2.476506
298532.718,4137872.114,2.476258
298532.561,4137872.238,2.475908
298532.403,4137872.361,2.475589
298532.246,4137872.485,2.475303
298532.089,4137872.609,2.475050
298531.932,4137872.732,2.474828
298531.775,4137872.856,2.474639
298531.618,4137872.980,2.474482
298531.460,4137873.103,2.474357
298531.303,4137873.227,2.474265
298531.146,4137873.351,2.474205
298530.989,4137873.475,2.474177
298530.832,4137873.599,2.474181
298530.675,4137873.722,2.474218
298530.518,4137873.846,2.474286
298530.361,4137873.970,2.474387
298530.204,4137874.094,2.474498
298530.047,4137874.217,2.474609
298529.889,4137874.341,2.474722
298529.732,4137874.465,2.474836
298529.575,4137874.589,2.474950
298529.418,4137874.712,2.475066
298529.256,4137874.840,2.475183
