x,y,yaw
298540.430,4137866.061,2.476726
298540.272,4137866.184,2.476681
298540.115,4137866.307,2.476625
298539.958,4137866.431,2.476566
298539.800,4137866.554,2.476513
298539.643,4137866.678,2.476468
298539.485,4137866.801,2.476429
298539.328,4137866.925,2.476397
298539.171,4137867.048,2.476373
298539.013,4137867.171,2.476355
298538.856,4137867.295,2.476344
298538.699,4137867.418,2.476340
298538.541,4137867.542,2.476343
298538.384,4137867.665,2.476353
298538.227,4137867.789,2.476370
298538.069,4137867.912,2.476393
298537.912,4137868.036,2.476424
298537.755,4137868.159,2.476462
298537.597,4137868.282,2.476500
298537.440,4137868.406,2.476530
298537.283,4137868.529,2.476552
298537.125,4137868.653,2.476567
298536.968,4137868.776,2.476574
298536.810,4137868.899,2.476573
298536.653,4137869.023,2.476565
298536.496,4137869.146,2.476549
298536.338,4137869.270,2.476517
298536.181,4137869.393,2.476451
298536.024,4137869.517,2.476350
298535.866,4137869.640,2.476215
298535.709,4137869.763,2.476044
298535.552,4137869.887,2.475839
298535.394,4137870.011,2.475598
298535.237,4137870.134,2.475368
298535.080,4137870.258,2.475178
298534.923,4137870.381,2.475028
298534.766,4137870.505,2.474920
298534.608,4137870.629,2.474851
298534.451,4137870.752,2.474824
298534.294,4137870.876,2.474837
298534.137,4137871.000,2.474890
298533.980,4137871.123,2.474985
298533.823,4137871.247,2.475119
298533.665,4137871.371,2.475295
298533.508,4137871.494,2.475511
298533.351,4137871.618,2.475767
298533.194,4137871.741,2.476065
298533.036,4137871.865,2.476396
298532.879,4137871.988,2.476507
298532.721,4137872.112,2.476267
298532.564,4137872.235,2.475916
298532.407,4137872.359,2.475598
298532.250,4137872.482,2.475311
298532.092,4137872.606,2.475057
298531.935,4137872.730,2.474835
298531.778,4137872.853,2.474645
298531.621,4137872.977,2.474487
298531.464,4137873.101,2.474361
298531.307,4137873.225,2.474267
298531.150,4137873.348,2.474205
298530.993,4137873.472,2.474176
298530.836,4137873.596,2.474178
298530.678,4137873.720,2.474213
298530.521,4137873.843,2.474279
298530.364,4137873.967,2.474378
298530.207,4137874.091,2.474487
298530.050,4137874.215,2.474598
298529.893,4137874.338,2.474711
298529.736,4137874.462,2.474824
298529.579,4137874.586,2.474940
298529.421,4137874.709,2.475057
298529.264,4137874.833,2.475175
298529.107,4137874.957,2.475295
298528.950,4137875.080,2.475416
298528.793,4137875.204,2.475539
298528.635,4137875.327,2.475663
298528.478,4137875.451,2.475789
298528.321,4137875.574,2.475916
298528.163,4137875.698,2.476044
298528.006,4137875.821,2.476165
298527.849,4137875.945,2.476243
298527.691,4137876.068,2.476274
298527.534,4137876.192,2.476257
298527.377,4137876.315,2.476193
298527.219,4137876.439,2.476082
298527.062,4137876.562,2.475924
298526.905,4137876.686,2.475718
298526.748,4137876.809,2.475465
298526.590,4137876.933,2.475165
298526.433,4137877.057,2.474818
298526.276,4137877.180,2.474423
298526.119,4137877.304,2.473982
298525.962,4137877.428,2.473493
298525.805,4137877.552,2.472957
298525.648,4137877.676,2.472624
298525.491,4137877.800,2.473400
298525.334,4137877.924,2.475366
298525.177,4137878.047,2.477783
298525.019,4137878.170,2.477796
298524.862,4137878.293,2.477823
298524.704,4137878.417,2.477868
298524.547,4137878.540,2.477930
298524.389,4137878.663,2.478009
298524.232,4137878.786,2.478105
298524.074,4137878.909,2.478218
298523.916,4137879.033,2.478347
298523.759,4137879.156,2.478494
298523.601,4137879.279,2.478658
298523.444,4137879.402,2.478839
298523.286,4137879.525,2.479037
298523.128,4137879.648,2.479251
298522.970,4137879.771,2.479483
298522.813,4137879.894,2.479557
298522.655,4137880.017,2.478509
298522.497,4137880.140,2.477236
298522.340,4137880.263,2.476079
298522.183,4137880.387,2.475037
298522.026,4137880.511,2.474110
298521.869,4137880.635,2.473298
298521.712,4137880.759,2.472601
298521.555,4137880.883,2.472019
298521.398,4137881.007,2.471553
298521.241,4137881.131,2.471202
298521.085,4137881.255,2.470966
298520.928,4137881.380,2.470845
298520.771,4137881.504,2.470839
298520.615,4137881.628,2.470948
298520.458,4137881.752,2.471173
298520.301,4137881.877,2.471504
298520.145,4137882.001,2.471848
298519.988,4137882.125,2.472180
298519.831,4137882.249,2.472500
298519.674,4137882.373,2.472808
298519.517,4137882.497,2.473104
298519.360,4137882.621,2.473388
298519.203,4137882.745,2.473659
298519.046,4137882.869,2.473918
298518.889,4137882.993,2.474165
298518.732,4137883.116,2.474400
298518.575,4137883.240,2.474623
298518.418,4137883.364,2.474834
298518.260,4137883.487,2.475017
298518.103,4137883.611,2.475159
298517.946,4137883.735,2.475260
298517.789,4137883.858,2.475320
298517.632,4137883.982,2.475340
298517.474,4137884.106,2.475318
298517.317,4137884.229,2.475256
298517.160,4137884.353,2.475153
298517.003,4137884.476,2.475009
298516.846,4137884.600,2.474825
298516.689,4137884.724,2.474599
298516.531,4137884.848,2.474333
298516.374,4137884.971,2.474026
298516.217,4137885.095,2.473678
298516.060,4137885.219,2.473290
298515.903,4137885.343,2.473023
298515.746,4137885.467,2.472994
298515.589,4137885.591,2.473203
298515.432,4137885.715,2.473651
298515.275,4137885.839,2.474337
298515.118,4137885.962,2.475262
298514.961,4137886.086,2.476425
298514.804,4137886.209,2.477827
298514.646,4137886.332,2.479398
298514.488,4137886.455,2.480109
298514.330,4137886.578,2.479619
298514.173,4137886.701,2.477927
298514.015,4137886.824,2.475036
298513.858,4137886.948,2.470948
298513.702,4137887.073,2.467295
298513.546,4137887.198,2.465494
298513.390,4137887.323,2.465543
298513.234,4137887.448,2.467443
298513.077,4137887.573,2.471194
298512.920,4137887.697,2.476801
298512.762,4137887.819,2.484266
298512.604,4137887.941,2.493595
298512.443,4137888.061,2.504789
298512.282,4137888.179,2.517789
298512.119,4137888.294,2.530308
298511.954,4137888.408,2.541181
298511.789,4137888.521,2.550404
298511.622,4137888.631,2.557982
298511.455,4137888.741,2.563915
298511.287,4137888.850,2.568208
298511.119,4137888.958,2.570865
298510.951,4137889.066,2.571888
298510.782,4137889.174,2.571475
298510.614,4137889.282,2.572321
298510.446,4137889.389,2.575282
298510.276,4137889.496,2.580362
298510.107,4137889.602,2.587566
298509.936,4137889.707,2.596900
298509.765,4137889.809,2.608369
298509.592,4137889.910,2.621975
298509.417,4137890.008,2.637715
298509.241,4137890.103,2.655527
298509.064,4137890.195,2.673565
298508.884,4137890.283,2.690911
298508.704,4137890.369,2.707575
298508.522,4137890.452,2.723566
298508.338,4137890.531,2.738895
298508.154,4137890.608,2.753573
298507.968,4137890.683,2.767612
298507.781,4137890.754,2.781025
298507.594,4137890.824,2.793823
298507.405,4137890.891,2.805781
298507.216,4137890.956,2.816613
298507.026,4137891.019,2.826307
298506.836,4137891.080,2.834857
298506.645,4137891.139,2.842259
298506.454,4137891.198,2.848512
298506.262,4137891.255,2.853614
298506.070,4137891.311,2.857567
298505.878,4137891.367,2.860375
298505.686,4137891.423,2.862411
298505.494,4137891.477,2.866285
298505.301,4137891.531,2.872503
298505.108,4137891.584,2.881072
298504.915,4137891.634,2.892010
298504.720,4137891.682,2.905333
298504.526,4137891.727,2.921061
298504.330,4137891.769,2.939210
298504.134,4137891.808,2.959786
298503.937,4137891.842,2.982239
298503.739,4137891.871,3.002947
298503.541,4137891.897,3.021234
298503.342,4137891.919,3.037093
298503.143,4137891.939,3.050529
298502.944,4137891.956,3.061553
298502.744,4137891.971,3.070183
298502.545,4137891.985,3.076433
298502.345,4137891.997,3.080319
298502.145,4137892.009,3.081850
298501.946,4137892.021,3.083238
298501.746,4137892.033,3.087186
298501.546,4137892.043,3.093710
298501.347,4137892.052,3.102827
298501.147,4137892.058,3.114558
298500.947,4137892.062,3.128928
298500.747,4137892.063,-3.137225
298500.547,4137892.060,-3.117516
298500.347,4137892.053,-3.095124
298500.147,4137892.041,-3.070158
298499.948,4137892.025,-3.046297
298499.749,4137892.004,-3.025435
298499.551,4137891.979,-3.007576
298499.353,4137891.950,-2.992704
298499.155,4137891.919,-2.980799
298498.958,4137891.887,-2.971834
298498.761,4137891.852,-2.965787
