x,y,yaw,kappa,mode
-39.445,-33.740,2.480337,-0.045231,0
-39.602,-33.617,2.472943,-0.028761,0
-39.759,-33.492,2.468829,-0.012514,0
-39.915,-33.368,2.467938,-0.001734,0
-40.071,-33.243,2.468137,0.000936,0
-40.228,-33.118,2.468313,0.000820,0
-40.384,-32.994,2.468465,0.000701,0
-40.540,-32.869,2.468593,0.000579,0
-40.697,-32.744,2.468697,0.000460,0
-40.853,-32.620,2.468777,0.000340,0
-41.010,-32.495,2.468833,0.000217,0
-41.166,-32.370,2.468864,0.000098,0
-41.322,-32.246,2.468872,-0.000020,0
-41.479,-32.121,2.468856,-0.000142,0
-41.635,-31.996,2.468815,-0.000363,0
-41.792,-31.872,2.468711,-0.000760,0
-41.948,-31.747,2.468511,-0.001236,0
-42.104,-31.622,2.468217,-0.001695,0
-42.261,-31.498,2.467833,-0.001738,0
-42.417,-31.373,2.467522,-0.001201,0
-42.573,-31.248,2.467353,-0.000489,0
-42.730,-31.123,2.467326,0.000220,0
-42.886,-30.998,2.467441,0.000930,0
-43.042,-30.873,2.467698,0.001643,0
-43.198,-30.749,2.468097,0.002353,0
-43.355,-30.624,2.468639,0.003058,0
-43.511,-30.499,2.469322,0.003773,0
-43.668,-30.375,2.470148,0.004485,0
-43.824,-30.250,2.471116,0.005135,0
-43.981,-30.126,2.472202,0.005283,0
-44.138,-30.002,2.473230,0.004893,0
-44.295,-29.878,2.474160,0.004413,0
-44.452,-29.755,2.474993,0.003930,0
-44.609,-29.631,2.475730,0.003437,0
-44.767,-29.508,2.476369,0.002953,0
-44.924,-29.384,2.476912,0.002471,0
-45.082,-29.261,2.477358,0.001989,0
-45.239,-29.138,2.477707,0.001504,0
-45.397,-29.014,2.477960,0.001019,0
-45.554,-28.891,2.478115,0.000535,0
-45.712,-28.768,2.478174,0.000053,0
-45.869,-28.645,2.478136,-0.000433,0
-46.027,-28.522,2.478001,-0.000917,0
-46.184,-28.398,2.477769,-0.001357,0
-46.342,-28.275,2.477458,-0.001489,0
-46.499,-28.152,2.477174,-0.001309,0
-46.657,-28.029,2.476935,-0.001084,0
-46.814,-27.905,2.476740,-0.000862,0
