x,y,yaw,kappa,mode
-260.209,-288.248,-0.664922,-0.000040,3
-260.052,-288.371,-0.664930,-0.000093,3
-259.896,-288.494,-0.664959,-0.000196,3
-259.739,-288.617,-0.665008,-0.000296,3
-259.582,-288.739,-0.665077,-0.000400,3
-259.426,-288.862,-0.665167,-0.000502,3
-259.269,-288.985,-0.665277,-0.000604,3
-259.112,-289.108,-0.665408,-0.000708,3
-258.956,-289.231,-0.665559,-0.000811,3
-258.799,-289.354,-0.665731,-0.000917,3
-258.643,-289.477,-0.665924,-0.001017,3
-258.486,-289.600,-0.666136,-0.001118,3
-258.330,-289.723,-0.666369,-0.001223,3
-258.173,-289.846,-0.666623,-0.001326,3
-258.017,-289.969,-0.666897,-0.001430,3
-257.860,-290.093,-0.667193,-0.001537,3
-257.704,-290.216,-0.667510,-0.001640,3
-257.547,-290.339,-0.667846,-0.001731,3
-257.391,-290.462,-0.668199,-0.001804,3
-257.235,-290.586,-0.668564,-0.001855,3
-257.079,-290.709,-0.668937,-0.001888,3
-256.923,-290.832,-0.669314,-0.001897,3
-256.767,-290.957,-0.669693,-0.001903,3
-256.610,-291.080,-0.670074,-0.001925,3
-256.455,-291.204,-0.670459,-0.001941,3
-256.299,-291.328,-0.670846,-0.001960,3
-256.143,-291.452,-0.671240,-0.002000,3
-255.987,-291.575,-0.671642,-0.002015,3
-255.831,-291.699,-0.672042,-0.001970,3
-255.675,-291.823,-0.672427,-0.001836,3
-255.519,-291.948,-0.672775,-0.001614,3
-255.364,-292.071,-0.673069,-0.001297,3
-255.208,-292.196,-0.673291,-0.000914,3
-255.053,-292.320,-0.673433,-0.000516,3
-254.898,-292.444,-0.673496,-0.000128,3
-254.742,-292.568,-0.673484,0.000251,3
-254.586,-292.693,-0.673396,0.000630,3
-254.430,-292.816,-0.673233,0.001009,3
-254.274,-292.941,-0.672994,0.001388,3
-254.119,-293.065,-0.672680,0.001770,3
-253.963,-293.188,-0.672291,0.002161,3
-253.807,-293.312,-0.671820,0.002579,3
-253.651,-293.436,-0.671263,0.002966,3
-253.495,-293.560,-0.670638,0.003234,3
-253.339,-293.684,-0.669974,0.003340,3
-253.183,-293.807,-0.669309,0.003252,3
-253.027,-293.930,-0.668682,0.002972,3
